Date,AAPL_EMA,SBUX_EMA,MSFT_EMA,CSCO_EMA,QCOM_EMA,Facebook_EMA,AMZN_EMA,TSLA_EMA,AMD_EMA,ZNGA_EMA
2014-12-03,28.47,39.47,48.0,26.59,72.51,75.33,322.63,48.44,2.75,2.58
2014-12-04,28.51,39.58,48.08,26.7,72.59,75.32,322.09,48.17,2.74,2.58
2014-12-05,28.53,39.79,48.11,26.78,72.66,75.42,321.19,47.84,2.73,2.57
2014-12-08,28.49,39.99,48.07,26.82,72.66,75.52,319.8,47.37,2.72,2.56
2014-12-09,28.49,40.14,48.02,26.88,72.69,75.65,319.1,46.99,2.71,2.56
2014-12-10,28.44,40.25,47.91,26.88,72.58,75.7,317.84,46.51,2.69,2.56
2014-12-11,28.39,40.37,47.84,26.89,72.52,75.89,316.84,46.06,2.67,2.55
2014-12-12,28.3,40.49,47.76,26.89,72.34,76.07,315.93,45.62,2.66,2.55
2014-12-15,28.18,40.49,47.66,26.87,72.15,76.16,314.99,45.16,2.64,2.54
2014-12-16,28.04,40.4,47.42,26.84,71.97,76.02,313.09,44.63,2.63,2.52
2014-12-17,27.97,40.38,47.26,26.84,71.99,76.03,311.74,44.3,2.62,2.51
2014-12-18,27.99,40.35,47.28,26.92,72.12,76.26,310.41,44.24,2.61,2.5
2014-12-19,27.99,40.29,47.32,27.0,72.24,76.6,309.41,44.2,2.61,2.52
2014-12-22,28.01,40.29,47.38,27.12,72.46,77.06,309.14,44.23,2.61,2.55
2014-12-23,28.02,40.33,47.48,27.23,72.66,77.4,308.87,44.23,2.62,2.57
2014-12-24,28.02,40.36,47.54,27.33,72.85,77.72,308.31,44.25,2.62,2.58
2014-12-26,28.07,40.41,47.57,27.43,73.11,78.01,308.38,44.38,2.62,2.59
2014-12-29,28.11,40.48,47.56,27.53,73.29,78.2,308.73,44.45,2.62,2.6
2014-12-30,28.11,40.52,47.51,27.61,73.45,78.3,308.88,44.45,2.62,2.61
2014-12-31,28.06,40.57,47.41,27.63,73.53,78.27,309.02,44.45,2.62,2.61
2015-01-02,27.99,40.58,47.35,27.63,73.6,78.29,308.97,44.39,2.63,2.62
2015-01-05,27.85,40.52,47.25,27.58,73.63,78.19,308.32,44.16,2.63,2.63
2015-01-06,27.73,40.43,47.1,27.53,73.56,78.0,307.08,43.98,2.63,2.64
2015-01-07,27.65,40.45,47.02,27.51,73.58,77.82,306.26,43.81,2.63,2.64
2015-01-08,27.68,40.53,47.07,27.51,73.67,77.85,305.71,43.65,2.63,2.63
2015-01-09,27.71,40.47,47.08,27.54,73.74,77.84,304.87,43.43,2.63,2.63
2015-01-12,27.67,40.44,47.03,27.59,73.72,77.73,303.59,43.15,2.63,2.63
2015-01-13,27.66,40.44,46.97,27.64,73.65,77.61,302.75,42.93,2.63,2.62
2015-01-14,27.64,40.42,46.87,27.67,73.51,77.48,301.85,42.51,2.63,2.62
2015-01-15,27.55,40.36,46.74,27.65,73.31,77.15,300.43,42.12,2.62,2.62
2015-01-16,27.45,40.35,46.69,27.65,73.12,76.96,299.51,41.79,2.6,2.62
2015-01-20,27.42,40.38,46.66,27.69,73.06,76.89,298.55,41.47,2.57,2.62
2015-01-21,27.42,40.41,46.59,27.7,72.92,76.88,298.43,41.26,2.56,2.62
2015-01-22,27.48,40.5,46.64,27.78,72.82,76.95,299.56,41.17,2.55,2.62
2015-01-23,27.55,40.84,46.69,27.82,72.76,77.03,300.78,41.08,2.54,2.63
2015-01-26,27.62,41.15,46.72,27.83,72.75,77.07,301.63,41.1,2.55,2.63
2015-01-27,27.59,41.44,46.33,27.74,72.66,76.95,302.12,41.11,2.56,2.63
2015-01-28,27.71,41.66,45.84,27.65,72.5,76.88,302.29,40.99,2.57,2.63
2015-01-29,27.9,41.93,45.48,27.61,71.66,76.99,303.19,40.99,2.57,2.63
2015-01-30,28.03,42.1,45.0,27.49,70.78,76.89,308.08,40.96,2.57,2.62
2015-02-02,28.18,42.28,44.65,27.43,70.28,76.71,313.45,41.08,2.58,2.62
2015-02-03,28.32,42.47,44.36,27.4,69.96,76.59,318.22,41.33,2.6,2.62
2015-02-04,28.47,42.65,44.12,27.33,69.67,76.5,322.65,41.56,2.62,2.62
2015-02-05,28.61,42.86,43.96,27.32,69.51,76.42,327.53,41.81,2.69,2.62
2015-02-06,28.72,43.02,43.81,27.31,69.21,76.23,331.98,41.97,2.72,2.63
2015-02-09,28.84,43.15,43.67,27.29,69.01,76.06,335.65,42.12,2.75,2.64
2015-02-10,29.0,43.38,43.57,27.31,69.13,75.98,339.21,42.23,2.78,2.66
2015-02-11,29.21,43.57,43.46,27.27,69.23,76.03,342.63,42.26,2.81,2.67
2015-02-12,29.44,43.79,43.42,27.48,69.34,76.05,345.92,42.1,2.84,2.67
2015-02-13,29.66,43.98,43.46,27.67,69.49,76.02,349.34,41.97,2.87,2.63
2015-02-17,29.88,44.17,43.47,27.83,69.61,75.98,351.82,41.87,2.89,2.6
2015-02-18,30.1,44.39,43.48,27.99,69.7,76.05,353.87,41.78,2.91,2.57
2015-02-19,30.29,44.6,43.48,28.12,69.82,76.37,356.26,41.83,2.92,2.55
2015-02-20,30.49,44.81,43.52,28.26,69.98,76.71,358.87,41.98,2.93,2.53
2015-02-23,30.75,45.0,43.58,28.39,70.07,76.91,360.9,41.93,2.94,2.51
2015-02-24,30.97,45.16,43.63,28.51,70.19,77.06,362.58,41.82,2.96,2.49
2015-02-25,31.09,45.35,43.66,28.6,70.33,77.3,364.75,41.72,2.97,2.47
2015-02-26,31.23,45.53,43.7,28.72,70.49,77.6,366.66,41.69,2.98,2.45
2015-02-27,31.31,45.65,43.71,28.8,70.68,77.73,367.95,41.59,2.99,2.44
2015-03-02,31.4,45.79,43.73,28.93,70.87,77.92,369.64,41.39,3.01,2.43
2015-03-03,31.49,45.91,43.69,28.99,70.92,78.08,371.07,41.25,3.02,2.42
2015-03-04,31.55,45.97,43.63,29.02,70.91,78.35,372.18,41.18,3.02,2.42
2015-03-05,31.56,46.05,43.58,29.05,70.91,78.62,373.67,41.08,3.02,2.42
2015-03-06,31.57,46.06,43.46,29.04,70.97,78.75,374.28,40.86,3.01,2.43
2015-03-09,31.59,46.1,43.4,29.07,71.14,78.82,374.69,40.6,3.0,2.44
2015-03-10,31.55,46.1,43.27,29.03,71.21,78.7,374.2,40.36,2.99,2.45
2015-03-11,31.46,46.06,43.15,28.96,71.12,78.59,373.45,40.21,2.98,2.47
2015-03-12,31.43,46.12,42.95,28.89,70.95,78.62,373.53,40.02,2.96,2.49
2015-03-13,31.38,46.17,42.8,28.8,70.73,78.57,373.25,39.8,2.94,2.5
2015-03-16,31.37,46.25,42.68,28.75,70.66,78.52,373.26,39.74,2.92,2.51
2015-03-17,31.41,46.34,42.59,28.69,70.58,78.6,373.13,39.66,2.91,2.52
2015-03-18,31.48,46.49,42.58,28.64,70.55,78.82,373.32,39.71,2.89,2.53
2015-03-19,31.52,46.72,42.55,28.6,70.48,79.19,373.31,39.65,2.88,2.54
2015-03-20,31.52,46.91,42.58,28.58,70.44,79.63,373.8,39.65,2.87,2.56
2015-03-23,31.55,47.08,42.61,28.56,70.4,80.09,373.92,39.68,2.87,2.58
2015-03-24,31.56,47.26,42.64,28.51,70.26,80.59,373.94,39.74,2.86,2.6
2015-03-25,31.49,47.32,42.53,28.41,69.97,80.81,373.66,39.66,2.84,2.62
2015-03-26,31.45,47.34,42.4,28.28,69.7,81.02,373.06,39.51,2.82,2.63
2015-03-27,31.39,47.36,42.26,28.17,69.45,81.24,372.82,39.27,2.81,2.64
2015-03-30,31.41,47.42,42.14,28.12,69.4,81.43,372.99,39.16,2.8,2.65
2015-03-31,31.38,47.41,42.0,28.06,69.39,81.5,372.91,39.03,2.79,2.67
2015-04-01,31.35,47.32,41.88,27.98,69.39,81.52,372.66,38.89,2.78,2.68
2015-04-02,31.35,47.31,41.73,27.9,69.25,81.52,372.62,38.82,2.77,2.69
2015-04-06,31.4,47.31,41.71,27.84,69.11,81.61,373.04,38.99,2.76,2.7
2015-04-07,31.41,47.28,41.69,27.8,68.94,81.68,373.17,39.15,2.75,2.71
2015-04-08,31.41,47.31,41.66,27.78,68.78,81.74,373.93,39.38,2.75,2.73
2015-04-09,31.43,47.37,41.64,27.77,68.78,81.78,374.85,39.63,2.75,2.7
2015-04-10,31.46,47.45,41.65,27.8,68.82,81.8,375.59,39.87,2.75,2.68
2015-04-13,31.48,47.55,41.66,27.82,68.81,81.92,376.23,40.07,2.75,2.66
2015-04-14,31.49,47.62,41.66,27.82,68.83,82.07,377.08,40.21,2.74,2.64
2015-04-15,31.51,47.67,41.72,27.86,68.79,82.13,377.69,40.34,2.74,2.62
2015-04-16,31.51,47.72,41.76,27.93,68.71,82.15,378.49,40.44,2.75,2.6
2015-04-17,31.48,47.71,41.75,27.93,68.56,82.02,378.21,40.53,2.73,2.59
2015-04-20,31.52,47.73,41.86,27.98,68.57,82.12,379.29,40.58,2.71,2.58
2015-04-21,31.54,47.79,41.93,28.05,68.57,82.26,380.42,40.7,2.68,2.57
2015-04-22,31.6,47.84,42.03,28.1,68.61,82.49,381.31,41.0,2.64,2.56
2015-04-23,31.68,47.99,42.15,28.15,68.58,82.48,382.14,41.26,2.61,2.56
2015-04-24,31.76,48.36,42.69,28.21,68.55,82.39,388.14,41.49,2.58,2.56
2015-04-27,31.89,48.6,43.2,28.27,68.61,82.34,392.94,41.95,2.56,2.55
2015-04-28,31.96,48.79,43.77,28.37,68.71,82.18,396.4,42.34,2.54,2.54
2015-04-29,31.98,48.97,44.27,28.43,68.71,82.02,399.54,42.74,2.52,2.53
2015-04-30,31.91,49.03,44.69,28.47,68.64,81.71,401.66,42.98,2.5,2.52
2015-05-01,31.94,49.15,45.07,28.53,68.62,81.45,403.68,43.19,2.48,2.52
2015-05-04,31.96,49.27,45.37,28.59,68.66,81.2,405.52,43.47,2.46,2.52
2015-05-05,31.91,49.28,45.58,28.62,68.63,80.85,407.01,43.77,2.44,2.52
2015-05-06,31.85,49.25,45.65,28.65,68.55,80.59,408.16,43.99,2.43,2.53
2015-05-07,31.8,49.26,45.75,28.66,68.54,80.38,409.94,44.31,2.42,2.56
2015-05-08,31.81,49.31,45.94,28.71,68.62,80.2,412.2,44.6,2.41,2.59
2015-05-11,31.79,49.33,46.08,28.76,68.66,79.99,414.17,44.91,2.4,2.62
2015-05-12,31.76,49.37,46.2,28.8,68.67,79.75,415.77,45.29,2.4,2.65
2015-05-13,31.74,49.39,46.34,28.85,68.77,79.63,416.83,45.61,2.4,2.68
2015-05-14,31.79,49.5,46.57,28.87,68.94,79.8,418.3,45.92,2.39,2.72
2015-05-15,31.83,49.62,46.73,28.93,69.14,79.86,419.03,46.29,2.38,2.75
2015-05-18,31.9,49.77,46.85,29.01,69.26,79.96,419.62,46.62,2.38,2.77
2015-05-19,31.96,49.93,46.92,29.08,69.29,80.02,419.82,46.89,2.37,2.79
2015-05-20,32.01,50.03,46.98,29.13,69.29,80.07,420.2,47.08,2.37,2.81
2015-05-21,32.09,50.15,47.02,29.16,69.37,80.11,421.29,47.27,2.36,2.83
2015-05-22,32.19,50.28,47.01,29.17,69.38,80.15,421.89,47.49,2.35,2.84
2015-05-26,32.21,50.33,46.97,29.15,69.38,80.07,422.23,47.68,2.34,2.84
2015-05-27,32.29,50.45,47.03,29.17,69.54,80.12,423.11,47.85,2.33,2.84
2015-05-28,32.35,50.58,47.07,29.19,69.64,80.12,423.44,48.08,2.32,2.85
2015-05-29,32.37,50.71,47.05,29.2,69.64,80.03,423.99,48.28,2.32,2.86
2015-06-01,32.4,50.85,47.07,29.2,69.62,80.05,424.65,48.43,2.31,2.87
2015-06-02,32.41,50.93,47.06,29.19,69.59,80.09,425.25,48.55,2.31,2.88
2015-06-03,32.42,51.04,47.04,29.18,69.62,80.31,426.33,48.67,2.31,2.9
2015-06-04,32.41,51.1,46.98,29.13,69.55,80.48,426.75,48.72,2.31,2.91
2015-06-05,32.39,51.2,46.9,29.08,69.43,80.64,426.77,48.83,2.31,2.92
2015-06-08,32.35,51.23,46.79,29.0,69.22,80.64,426.46,49.06,2.31,2.93
2015-06-09,32.3,51.26,46.68,28.93,68.99,80.64,426.37,49.26,2.31,2.93
2015-06-10,32.29,51.4,46.67,28.9,68.83,80.78,426.79,49.34,2.31,2.94
2015-06-11,32.28,51.5,46.65,28.9,68.71,80.88,427.38,49.43,2.31,2.94
2015-06-12,32.23,51.61,46.59,28.87,68.55,80.94,427.62,49.5,2.31,2.95
2015-06-15,32.18,51.67,46.48,28.83,68.37,80.92,427.24,49.55,2.31,2.95
2015-06-16,32.15,51.79,46.42,28.82,68.19,80.93,427.24,49.65,2.31,2.95
2015-06-17,32.12,51.93,46.38,28.83,68.03,81.01,427.29,49.88,2.33,2.95
2015-06-18,32.11,52.14,46.41,28.87,67.97,81.19,428.44,50.12,2.35,2.95
2015-06-19,32.07,52.31,46.38,28.89,67.87,81.32,429.06,50.35,2.37,2.95
2015-06-22,32.05,52.46,46.37,28.89,67.82,81.65,429.75,50.5,2.39,2.95
2015-06-23,32.02,52.62,46.33,28.88,67.74,82.24,431.3,50.79,2.41,2.95
2015-06-24,32.02,52.72,46.26,28.84,67.51,82.87,432.21,51.0,2.43,2.95
2015-06-25,32.01,52.85,46.2,28.8,67.3,83.36,432.96,51.26,2.44,2.95
2015-06-26,31.98,53.02,46.11,28.75,67.05,83.8,433.45,51.47,2.44,2.95
2015-06-29,31.9,53.07,45.94,28.63,66.63,83.99,433.11,51.56,2.43,2.94
2015-06-30,31.85,53.12,45.77,28.52,66.25,84.16,433.2,51.76,2.43,2.93
2015-07-01,31.83,53.19,45.64,28.41,65.93,84.42,433.6,51.96,2.43,2.92
2015-07-02,31.81,53.29,45.52,28.31,65.66,84.69,433.99,52.35,2.44,2.91
2015-07-06,31.78,53.39,45.41,28.21,65.42,84.96,434.19,52.69,2.44,2.9
2015-07-07,31.75,53.48,45.3,28.13,65.17,85.18,434.43,52.77,2.41,2.89
2015-07-08,31.64,53.47,45.2,28.02,64.86,85.22,433.98,52.6,2.37,2.88
2015-07-09,31.49,53.53,45.14,27.91,64.57,85.28,434.02,52.5,2.33,2.86
2015-07-10,31.43,53.63,45.09,27.85,64.39,85.53,434.92,52.44,2.29,2.84
2015-07-13,31.43,53.83,45.13,27.84,64.3,85.97,436.89,52.44,2.26,2.82
2015-07-14,31.43,54.01,45.18,27.86,64.27,86.32,439.62,52.51,2.24,2.81
2015-07-15,31.46,54.14,45.24,27.88,64.23,86.65,441.67,52.52,2.21,2.8
2015-07-16,31.52,54.29,45.38,27.92,64.26,87.05,444.89,52.6,2.18,2.8
2015-07-17,31.6,54.42,45.5,27.94,64.27,87.8,448.52,52.82,2.14,2.79
2015-07-20,31.74,54.59,45.64,27.95,64.22,88.76,452.29,53.17,2.11,2.78
2015-07-21,31.83,54.74,45.8,27.94,64.31,89.68,455.69,53.19,2.08,2.77
2015-07-22,31.78,54.93,45.78,27.9,64.3,90.38,458.79,53.23,2.05,2.76
2015-07-23,31.73,55.09,45.81,27.91,64.06,90.86,461.02,53.25,2.02,2.75
2015-07-24,31.67,55.3,45.82,27.96,63.83,91.44,467.53,53.23,1.99,2.74
2015-07-27,31.58,55.46,45.78,27.98,63.65,91.7,473.61,52.98,1.95,2.72
2015-07-28,31.51,55.62,45.74,28.0,63.6,92.04,478.6,52.98,1.93,2.7
2015-07-29,31.44,55.8,45.79,28.04,63.56,92.51,483.4,52.96,1.93,2.68
2015-07-30,31.36,56.02,45.89,28.06,63.64,92.77,488.48,53.0,1.93,2.66
2015-07-31,31.26,56.2,45.97,28.09,63.71,92.89,493.02,53.02,1.93,2.64
2015-08-03,31.1,56.39,46.05,28.12,63.78,93.01,497.02,52.92,1.96,2.63
2015-08-04,30.87,56.61,46.19,28.11,63.75,93.11,500.34,52.95,1.98,2.62
2015-08-05,30.68,56.84,46.32,28.13,63.76,93.43,503.83,53.05,2.0,2.61
2015-08-06,30.5,56.88,46.35,28.14,63.67,93.59,506.27,52.69,2.01,2.59
2015-08-07,30.35,56.91,46.39,28.14,63.61,93.66,507.83,52.29,2.02,2.59
2015-08-10,30.31,56.85,46.48,28.18,63.57,93.71,509.37,51.9,2.01,2.6
2015-08-11,30.13,56.8,46.47,28.16,63.47,93.7,511.09,51.48,2.0,2.61
2015-08-12,30.0,56.76,46.5,28.14,63.39,93.75,512.5,51.11,1.99,2.62
2015-08-13,29.88,56.77,46.52,28.19,63.26,93.72,514.13,50.86,1.97,2.63
2015-08-14,29.8,56.8,46.57,28.27,63.13,93.79,515.79,50.65,1.96,2.64
2015-08-17,29.75,56.89,46.64,28.32,63.03,93.8,517.64,50.68,1.94,2.64
2015-08-18,29.69,56.98,46.7,28.31,62.87,93.93,519.3,50.82,1.93,2.64
2015-08-19,29.6,57.04,46.69,28.26,62.71,94.06,520.6,50.84,1.92,2.63
2015-08-20,29.46,56.92,46.59,28.14,62.47,93.73,520.14,50.61,1.9,2.62
2015-08-21,29.17,56.53,46.25,27.98,62.01,93.0,517.7,50.19,1.89,2.6
2015-08-24,28.85,55.94,45.81,27.71,61.37,91.96,512.53,49.58,1.88,2.58
2015-08-25,28.57,55.48,45.3,27.42,60.66,91.11,508.13,49.05,1.86,2.57
2015-08-26,28.46,55.34,45.05,27.25,60.28,90.74,507.43,48.66,1.85,2.56
2015-08-27,28.44,55.4,44.94,27.15,60.0,90.64,508.47,48.65,1.84,2.55
2015-08-28,28.43,55.42,44.84,27.04,59.76,90.68,509.38,48.75,1.84,2.55
2015-08-31,28.41,55.35,44.71,26.93,59.46,90.56,509.71,48.85,1.84,2.55
2015-09-01,28.27,55.17,44.43,26.76,59.04,90.24,508.46,48.74,1.83,2.55
2015-09-02,28.25,55.18,44.33,26.65,58.74,90.21,508.66,48.82,1.82,2.55
2015-09-03,28.19,55.13,44.25,26.58,58.44,90.01,508.28,48.85,1.82,2.55
2015-09-04,28.11,55.05,44.09,26.48,58.04,89.84,507.4,48.81,1.82,2.55
2015-09-08,28.11,55.07,44.07,26.46,57.77,89.81,508.37,48.89,1.83,2.55
2015-09-09,28.06,55.03,43.97,26.41,57.44,89.87,509.18,48.97,1.83,2.55
2015-09-10,28.07,55.06,43.91,26.4,57.24,90.07,510.42,49.04,1.83,2.54
2015-09-11,28.12,55.2,43.87,26.36,56.99,90.26,512.23,49.14,1.85,2.53
2015-09-14,28.19,55.3,43.79,26.3,56.73,90.46,513.1,49.28,1.85,2.53
2015-09-15,28.27,55.45,43.81,26.27,56.55,90.69,513.98,49.42,1.85,2.53
2015-09-16,28.35,55.62,43.86,26.25,56.42,90.95,515.26,49.71,1.85,2.53
2015-09-17,28.36,55.78,43.9,26.21,56.28,91.27,517.51,49.97,1.85,2.53
2015-09-18,28.36,55.88,43.86,26.15,56.11,91.57,519.68,50.18,1.85,2.53
2015-09-21,28.4,56.04,43.88,26.09,55.95,91.95,522.41,50.43,1.85,2.53
2015-09-22,28.4,56.14,43.88,26.0,55.76,92.05,523.93,50.6,1.84,2.52
2015-09-23,28.42,56.3,43.88,25.93,55.55,92.23,525.09,50.75,1.83,2.51
2015-09-24,28.45,56.5,43.88,25.88,55.33,92.44,525.91,50.93,1.82,2.5
2015-09-25,28.47,56.64,43.89,25.89,55.13,92.47,525.75,50.97,1.81,2.48
2015-09-28,28.44,56.56,43.83,25.87,54.88,92.16,523.68,50.85,1.8,2.46
2015-09-29,28.33,56.48,43.79,25.85,54.65,91.64,521.05,50.71,1.79,2.44
2015-09-30,28.26,56.51,43.83,25.89,54.56,91.47,520.18,50.61,1.78,2.42
2015-10-01,28.18,56.6,43.9,25.87,54.43,91.42,520.23,50.36,1.78,2.41
2015-10-02,28.12,56.74,44.06,25.86,54.49,91.48,521.4,50.28,1.78,2.41
2015-10-05,28.08,56.96,44.3,25.95,54.66,91.72,523.52,50.18,1.78,2.41
2015-10-06,28.06,57.12,44.53,26.07,54.82,91.82,524.85,50.0,1.78,2.41
2015-10-07,28.03,57.28,44.75,26.21,54.99,91.88,526.48,49.66,1.79,2.41
2015-10-08,27.97,57.49,45.01,26.37,55.24,91.94,527.12,49.25,1.8,2.41
2015-10-09,27.98,57.74,45.21,26.52,55.48,92.06,528.33,48.76,1.82,2.42
2015-10-12,27.97,58.01,45.38,26.66,55.7,92.27,530.41,48.22,1.82,2.42
2015-10-13,27.97,58.21,45.52,26.77,55.87,92.45,532.17,47.8,1.83,2.42
2015-10-14,27.93,58.27,45.63,26.87,56.13,92.6,533.38,47.38,1.84,2.42
2015-10-15,27.93,58.41,45.76,26.99,56.43,92.92,536.15,47.08,1.85,2.43
2015-10-16,27.91,58.55,45.93,27.11,56.76,93.36,539.45,46.92,1.86,2.43
2015-10-19,27.91,58.78,46.09,27.22,56.98,93.85,542.66,46.8,1.87,2.43
2015-10-20,27.96,58.98,46.25,27.34,57.17,94.15,544.4,46.4,1.88,2.43
2015-10-21,28.01,59.13,46.34,27.43,57.34,94.43,545.48,45.98,1.9,2.42
2015-10-22,28.09,59.35,46.5,27.58,57.63,94.93,547.24,45.63,1.92,2.42
2015-10-23,28.25,59.66,47.11,27.75,57.92,95.62,552.17,45.27,1.95,2.42
2015-10-26,28.3,60.02,47.79,27.86,58.04,96.4,557.55,45.06,1.97,2.42
2015-10-27,28.33,60.28,48.35,27.97,58.16,97.1,562.64,44.78,1.99,2.42
2015-10-28,28.47,60.59,48.89,28.1,58.36,97.78,567.83,44.57,2.01,2.42
2015-10-29,28.63,60.77,49.32,28.2,58.52,98.46,573.42,44.36,2.02,2.42
2015-10-30,28.75,60.94,49.64,28.26,58.61,98.79,578.42,44.08,2.03,2.42
2015-11-02,28.9,61.06,49.98,28.31,58.8,99.22,583.18,43.95,2.05,2.42
2015-11-03,29.07,61.23,50.38,28.34,59.0,99.54,587.19,43.73,2.07,2.42
2015-11-04,29.21,61.3,50.76,28.35,59.12,99.96,592.31,43.98,2.08,2.43
2015-11-05,29.31,61.39,51.1,28.36,58.35,100.8,598.34,44.21,2.09,2.44
2015-11-06,29.4,61.45,51.46,28.37,57.88,101.4,604.15,44.43,2.1,2.45
2015-11-09,29.47,61.44,51.72,28.35,57.41,101.88,609.04,44.49,2.1,2.46
2015-11-10,29.44,61.51,51.89,28.31,56.92,102.45,613.86,44.38,2.09,2.47
2015-11-11,29.4,61.54,52.06,28.26,56.53,103.07,619.52,44.33,2.09,2.48
2015-11-12,29.36,61.5,52.18,28.22,56.15,103.54,623.91,44.16,2.08,2.48
2015-11-13,29.24,61.33,52.24,28.03,55.75,103.58,625.67,43.9,2.07,2.48
2015-11-16,29.17,61.27,52.39,27.91,55.47,103.62,627.78,43.8,2.06,2.48
2015-11-17,29.1,61.2,52.45,27.81,55.23,103.76,629.26,43.7,2.05,2.48
2015-11-18,29.12,61.26,52.58,27.74,54.54,104.14,632.52,43.75,2.06,2.49
2015-11-19,29.17,61.28,52.71,27.7,53.95,104.34,635.26,43.81,2.07,2.49
2015-11-20,29.23,61.35,52.85,27.69,53.54,104.62,638.42,43.83,2.08,2.49
2015-11-23,29.25,61.47,52.98,27.67,53.1,104.84,642.28,43.8,2.09,2.49
2015-11-24,29.29,61.52,53.1,27.63,52.75,104.93,645.03,43.79,2.11,2.5
2015-11-25,29.31,61.58,53.16,27.59,52.4,104.98,647.92,43.99,2.14,2.51
2015-11-27,29.32,61.64,53.23,27.56,52.03,105.02,650.33,44.21,2.16,2.52
2015-11-30,29.34,61.62,53.34,27.53,51.72,104.95,651.71,44.39,2.18,2.53
2015-12-01,29.34,61.6,53.52,27.53,51.49,105.16,654.31,44.68,2.2,2.54
2015-12-02,29.31,61.56,53.68,27.52,51.52,105.25,656.38,44.84,2.21,2.55
2015-12-03,29.26,61.37,53.73,27.47,51.51,105.17,657.32,45.0,2.21,2.55
2015-12-04,29.31,61.41,53.94,27.47,51.59,105.27,658.78,45.1,2.22,2.56
2015-12-07,29.33,61.46,54.12,27.47,51.67,105.3,659.83,45.21,2.23,2.56
2015-12-08,29.35,61.53,54.28,27.44,51.46,105.41,661.5,45.22,2.25,2.56
2015-12-09,29.31,61.5,54.35,27.37,51.19,105.33,661.81,45.19,2.26,2.56
2015-12-10,29.28,61.54,54.44,27.31,50.94,105.34,661.86,45.21,2.28,2.56
2015-12-11,29.19,61.38,54.4,27.2,50.61,105.03,659.79,45.04,2.29,2.55
2015-12-14,29.09,61.24,54.47,27.13,50.25,104.99,659.61,44.91,2.29,2.55
2015-12-15,28.95,61.12,54.54,27.1,50.04,104.95,659.52,44.84,2.3,2.55
2015-12-16,28.84,61.05,54.69,27.11,49.85,105.13,661.07,45.04,2.32,2.55
2015-12-17,28.69,60.9,54.79,27.07,49.63,105.23,661.98,45.2,2.34,2.55
2015-12-18,28.48,60.68,54.73,26.99,49.42,105.12,662.19,45.28,2.35,2.56
2015-12-21,28.32,60.57,54.74,26.96,49.36,105.09,662.41,45.4,2.37,2.57
2015-12-22,28.18,60.51,54.8,26.95,49.33,105.13,662.48,45.46,2.41,2.57
2015-12-23,28.08,60.49,54.9,26.99,49.3,105.08,662.6,45.51,2.45,2.58
2015-12-24,27.98,60.47,54.97,27.03,49.32,105.07,662.62,45.57,2.49,2.59
2015-12-28,27.86,60.44,55.06,27.06,49.34,105.15,663.82,45.59,2.54,2.6
2015-12-29,27.8,60.51,55.2,27.13,49.49,105.35,666.69,45.77,2.58,2.6
2015-12-30,27.71,60.54,55.31,27.17,49.58,105.43,668.82,45.95,2.62,2.61
2015-12-31,27.58,60.49,55.33,27.17,49.62,105.36,669.49,46.15,2.64,2.62
2016-01-04,27.46,60.28,55.28,27.1,49.67,105.06,666.39,46.01,2.65,2.62
2016-01-05,27.29,60.12,55.26,27.02,49.62,104.84,663.29,45.88,2.66,2.61
2016-01-06,27.09,59.93,55.14,26.92,49.53,104.66,660.37,45.68,2.65,2.61
2016-01-07,26.81,59.62,54.86,26.78,49.21,104.02,655.38,45.44,2.61,2.6
2016-01-08,26.57,59.34,54.62,26.59,48.89,103.38,650.78,45.13,2.57,2.58
2016-01-11,26.39,59.2,54.4,26.46,48.62,102.82,647.63,44.79,2.55,2.56
2016-01-12,26.26,59.22,54.25,26.35,48.42,102.49,644.8,44.52,2.53,2.54
2016-01-13,26.08,59.09,54.0,26.18,48.2,101.82,638.8,44.1,2.5,2.52
2016-01-14,25.97,59.08,53.92,26.04,48.16,101.49,634.44,43.83,2.47,2.51
2016-01-15,25.81,58.98,53.64,25.81,47.94,100.87,628.32,43.56,2.43,2.5
2016-01-19,25.65,58.94,53.35,25.62,47.76,100.34,623.19,43.31,2.38,2.48
2016-01-20,25.51,58.75,53.11,25.36,47.59,99.77,618.29,42.97,2.32,2.46
2016-01-21,25.37,58.78,52.86,25.13,47.54,99.24,614.17,42.69,2.3,2.45
2016-01-22,25.37,58.82,52.81,24.96,47.59,99.12,612.48,42.48,2.27,2.45
2016-01-25,25.32,58.71,52.71,24.79,47.59,98.92,610.96,42.17,2.26,2.44
2016-01-26,25.29,58.7,52.66,24.69,47.68,98.77,610.04,41.84,2.24,2.44
2016-01-27,25.11,58.6,52.52,24.57,47.67,98.36,607.5,41.44,2.23,2.44
2016-01-28,24.96,58.67,52.48,24.43,47.28,99.38,610.15,41.11,2.22,2.44
2016-01-29,24.9,58.87,52.73,24.37,47.1,100.6,607.95,40.84,2.22,2.44
2016-02-01,24.82,59.11,52.92,24.29,47.01,101.98,604.79,40.7,2.21,2.44
2016-02-02,24.71,59.26,52.93,24.15,46.64,103.18,599.77,40.31,2.19,2.43
2016-02-03,24.65,59.29,52.86,24.05,46.46,104.09,593.23,39.78,2.18,2.42
2016-02-04,24.6,59.19,52.78,24.0,46.38,104.7,587.8,39.33,2.17,2.42
