Date,AAPL_Score,SBUX_Score,MSFT_Score,CSCO_Score,QCOM_Score,Facebook_Score,AMZN_Score,TSLA_Score,AMD_Score,ZNGA_Score
2013-06-07,53.23,100.0,100.0,98.39,6.45,3.23,100.0,95.16,72.58,0.0
2013-06-10,45.16,100.0,96.77,93.55,6.45,12.9,100.0,93.55,91.94,3.23
2013-06-11,41.94,98.39,80.65,83.87,4.84,9.68,95.16,83.87,77.42,6.45
2013-06-12,32.26,95.16,90.32,80.65,0.0,8.06,90.32,90.32,66.13,0.0
2013-06-13,40.32,98.39,75.81,90.32,9.68,8.06,96.77,91.94,72.58,0.0
2013-06-14,29.03,96.77,72.58,82.26,1.61,8.06,91.94,93.55,69.35,3.23
2013-06-17,33.87,98.39,90.32,100.0,14.52,14.52,98.39,95.16,90.32,11.29
2013-06-18,32.26,100.0,85.48,100.0,17.74,19.35,100.0,95.16,93.55,14.52
2013-06-19,14.52,98.39,69.35,96.77,9.68,20.97,96.77,96.77,91.94,16.13
2013-06-20,11.29,88.71,56.45,91.94,0.0,14.52,85.48,88.71,56.45,8.06
2013-06-21,11.29,85.48,51.61,91.94,0.0,29.03,83.87,83.87,75.81,0.0
2013-06-24,4.84,74.19,58.06,70.97,0.0,16.13,77.42,88.71,87.1,0.0
2013-06-25,6.45,85.48,56.45,67.74,14.52,24.19,79.03,91.94,95.16,3.23
2013-06-26,3.23,91.94,66.13,88.71,6.45,22.58,93.55,98.39,93.55,4.84
2013-06-27,3.23,90.32,70.97,95.16,4.84,37.1,91.94,98.39,88.71,17.74
2013-06-28,4.84,87.1,66.13,77.42,6.45,38.71,93.55,96.77,88.71,4.84
2013-07-01,19.35,96.77,62.9,77.42,4.84,38.71,100.0,100.0,91.94,32.26
2013-07-02,25.81,98.39,54.84,74.19,4.84,33.87,100.0,100.0,61.29,61.29
2013-07-03,29.03,100.0,54.84,93.55,3.23,35.48,100.0,96.77,80.65,88.71
2013-07-05,25.81,100.0,58.06,91.94,8.06,33.87,100.0,100.0,83.87,91.94
2013-07-08,22.58,100.0,59.68,93.55,1.61,43.55,100.0,100.0,62.9,62.9
2013-07-09,33.87,98.39,61.29,100.0,0.0,51.61,100.0,100.0,75.81,67.74
2013-07-10,32.26,96.77,70.97,100.0,4.84,59.68,100.0,98.39,56.45,79.03
2013-07-11,40.32,100.0,100.0,100.0,22.58,61.29,100.0,100.0,100.0,100.0
2013-07-12,40.32,100.0,98.39,100.0,38.71,62.9,100.0,100.0,96.77,98.39
2013-07-15,41.94,98.39,100.0,98.39,22.58,74.19,98.39,98.39,98.39,100.0
2013-07-16,46.77,96.77,100.0,95.16,35.48,75.81,98.39,80.65,98.39,91.94
2013-07-17,46.77,91.94,96.77,95.16,51.61,79.03,100.0,90.32,95.16,91.94
2013-07-18,46.77,93.55,87.1,95.16,20.97,70.97,93.55,87.1,100.0,83.87
2013-07-19,32.26,93.55,3.23,93.55,29.03,59.68,93.55,87.1,56.45,64.52
2013-07-22,32.26,93.55,8.06,91.94,51.61,64.52,90.32,93.55,25.81,56.45
2013-07-23,22.58,80.65,4.84,87.1,53.23,67.74,88.71,93.55,16.13,53.23
2013-07-24,64.52,74.19,6.45,87.1,29.03,75.81,85.48,88.71,14.52,54.84
2013-07-25,58.06,85.48,0.0,83.87,66.13,100.0,88.71,95.16,16.13,96.77
2013-07-26,64.52,100.0,3.23,82.26,85.48,98.39,100.0,98.39,16.13,30.65
2013-07-29,82.26,98.39,3.23,79.03,82.26,100.0,91.94,100.0,14.52,32.26
2013-07-30,91.94,96.77,8.06,87.1,83.87,100.0,83.87,98.39,16.13,29.03
2013-07-31,88.71,95.16,8.06,85.48,83.87,98.39,82.26,98.39,12.9,30.65
2013-08-01,93.55,100.0,6.45,96.77,90.32,98.39,90.32,100.0,12.9,37.1
2013-08-02,98.39,100.0,12.9,100.0,100.0,100.0,87.1,100.0,11.29,33.87
2013-08-05,100.0,98.39,8.06,100.0,96.77,100.0,75.81,100.0,16.13,29.03
2013-08-06,98.39,93.55,4.84,98.39,90.32,98.39,74.19,98.39,4.84,29.03
2013-08-07,96.77,90.32,20.97,95.16,82.26,98.39,69.35,90.32,3.23,16.13
2013-08-08,93.55,93.55,24.19,98.39,96.77,95.16,67.74,100.0,6.45,25.81
2013-08-09,88.71,91.94,22.58,91.94,95.16,93.55,69.35,98.39,1.61,41.94
2013-08-12,98.39,91.94,24.19,100.0,96.77,91.94,66.13,96.77,3.23,35.48
2013-08-13,100.0,87.1,22.58,98.39,100.0,85.48,62.9,95.16,8.06,32.26
2013-08-14,100.0,80.65,24.19,100.0,98.39,82.26,58.06,90.32,25.81,40.32
2013-08-15,98.39,77.42,11.29,41.94,96.77,80.65,54.84,90.32,9.68,29.03
2013-08-16,100.0,75.81,12.9,20.97,95.16,85.48,51.61,90.32,6.45,33.87
2013-08-19,100.0,74.19,1.61,20.97,88.71,88.71,51.61,93.55,0.0,12.9
2013-08-20,96.77,74.19,9.68,24.19,91.94,91.94,54.84,96.77,3.23,4.84
2013-08-21,98.39,75.81,8.06,11.29,90.32,90.32,46.77,95.16,1.61,6.45
2013-08-22,98.39,80.65,33.87,6.45,98.39,96.77,54.84,100.0,6.45,12.9
2013-08-23,91.94,82.26,67.74,0.0,98.39,100.0,54.84,100.0,11.29,40.32
2013-08-26,98.39,77.42,50.0,0.0,93.55,100.0,48.39,100.0,0.0,41.94
2013-08-27,83.87,64.52,40.32,0.0,75.81,96.77,32.26,100.0,0.0,9.68
2013-08-28,85.48,72.58,40.32,0.0,83.87,96.77,33.87,98.39,1.61,38.71
2013-08-29,85.48,72.58,46.77,1.61,87.1,98.39,38.71,96.77,0.0,50.0
2013-08-30,79.03,62.9,45.16,0.0,75.81,98.39,29.03,100.0,0.0,20.97
2013-09-03,79.03,74.19,24.19,4.84,88.71,100.0,51.61,98.39,1.61,37.1
2013-09-04,88.71,82.26,0.0,8.06,100.0,98.39,61.29,100.0,3.23,54.84
2013-09-05,83.87,80.65,1.61,8.06,100.0,100.0,62.9,98.39,8.06,66.13
2013-09-06,85.48,69.35,0.0,8.06,100.0,100.0,64.52,91.94,11.29,69.35
2013-09-09,98.39,83.87,17.74,16.13,100.0,100.0,72.58,83.87,35.48,72.58
2013-09-10,79.03,98.39,43.55,27.42,100.0,96.77,72.58,88.71,56.45,69.35
2013-09-11,66.13,100.0,46.77,38.71,96.77,100.0,67.74,83.87,54.84,59.68
2013-09-12,67.74,100.0,45.16,30.65,96.77,98.39,64.52,85.48,43.55,66.13
2013-09-13,58.06,98.39,54.84,33.87,95.16,96.77,62.9,85.48,58.06,70.97
2013-09-16,46.77,95.16,50.0,40.32,93.55,88.71,56.45,90.32,58.06,70.97
2013-09-17,51.61,100.0,54.84,38.71,98.39,100.0,85.48,85.48,61.29,75.81
2013-09-18,56.45,100.0,62.9,56.45,98.39,100.0,100.0,83.87,67.74,75.81
2013-09-19,66.13,98.39,67.74,51.61,96.77,100.0,100.0,100.0,67.74,93.55
2013-09-20,61.29,96.77,50.0,46.77,91.94,100.0,100.0,100.0,61.29,93.55
2013-09-23,74.19,88.71,50.0,27.42,90.32,98.39,93.55,98.39,46.77,96.77
2013-09-24,70.97,98.39,45.16,20.97,85.48,100.0,98.39,98.39,50.0,100.0
2013-09-25,64.52,95.16,46.77,43.55,87.1,100.0,96.77,100.0,70.97,100.0
2013-09-26,64.52,98.39,54.84,12.9,88.71,100.0,100.0,100.0,69.35,98.39
2013-09-27,62.9,100.0,69.35,1.61,74.19,100.0,96.77,100.0,67.74,98.39
2013-09-30,59.68,95.16,70.97,3.23,72.58,96.77,91.94,100.0,53.23,96.77
2013-10-01,66.13,95.16,77.42,0.0,74.19,98.39,100.0,98.39,70.97,100.0
2013-10-02,70.97,96.77,80.65,3.23,74.19,95.16,98.39,87.1,77.42,98.39
2013-10-03,59.68,90.32,80.65,0.0,61.29,90.32,91.94,83.87,79.03,91.94
2013-10-04,58.06,100.0,82.26,1.61,77.42,98.39,96.77,87.1,82.26,93.55
2013-10-07,62.9,87.1,72.58,0.0,62.9,96.77,77.42,90.32,72.58,91.94
2013-10-08,51.61,74.19,64.52,0.0,38.71,80.65,56.45,80.65,41.94,82.26
2013-10-09,59.68,69.35,69.35,0.0,27.42,79.03,38.71,70.97,27.42,74.19
2013-10-10,72.58,90.32,85.48,6.45,50.0,85.48,66.13,77.42,51.61,80.65
2013-10-11,77.42,100.0,91.94,11.29,70.97,85.48,77.42,82.26,72.58,87.1
2013-10-14,80.65,100.0,95.16,17.74,72.58,88.71,75.81,82.26,95.16,82.26
2013-10-15,85.48,80.65,96.77,9.68,80.65,87.1,72.58,91.94,96.77,75.81
2013-10-16,90.32,98.39,98.39,4.84,88.71,98.39,74.19,90.32,100.0,82.26
2013-10-17,96.77,100.0,100.0,3.23,82.26,100.0,75.81,85.48,100.0,80.65
2013-10-18,100.0,100.0,100.0,6.45,77.42,100.0,100.0,88.71,11.29,88.71
2013-10-21,100.0,100.0,100.0,6.45,83.87,98.39,98.39,66.13,4.84,90.32
2013-10-22,98.39,100.0,91.94,3.23,88.71,96.77,100.0,64.52,0.0,83.87
2013-10-23,100.0,98.39,79.03,0.0,43.55,93.55,96.77,38.71,0.0,72.58
2013-10-24,100.0,93.55,75.81,1.61,37.1,95.16,98.39,67.74,3.23,69.35
2013-10-25,98.39,96.77,100.0,3.23,72.58,91.94,100.0,58.06,9.68,91.94
2013-10-28,98.39,88.71,98.39,6.45,75.81,75.81,98.39,30.65,9.68,95.16
2013-10-29,90.32,95.16,96.77,12.9,88.71,69.35,98.39,33.87,11.29,87.1
2013-10-30,93.55,98.39,96.77,11.29,90.32,62.9,96.77,24.19,8.06,72.58
2013-10-31,91.94,100.0,93.55,8.06,96.77,74.19,100.0,24.19,16.13,69.35
2013-11-01,88.71,95.16,95.16,9.68,98.39,72.58,93.55,27.42,11.29,67.74
2013-11-04,96.77,95.16,100.0,11.29,95.16,56.45,91.94,70.97,14.52,90.32
2013-11-05,93.55,100.0,100.0,32.26,83.87,72.58,91.94,70.97,17.74,96.77
2013-11-06,85.48,98.39,100.0,38.71,96.77,61.29,87.1,12.9,16.13,85.48
2013-11-07,79.03,80.65,98.39,33.87,29.03,51.61,85.48,3.23,8.06,43.55
2013-11-08,83.87,98.39,98.39,56.45,41.94,50.0,85.48,0.0,8.06,43.55
2013-11-11,79.03,93.55,96.77,51.61,45.16,41.94,85.48,8.06,27.42,40.32
2013-11-12,80.65,88.71,93.55,62.9,62.9,41.94,82.26,0.0,37.1,48.39
2013-11-13,83.87,98.39,98.39,72.58,98.39,54.84,87.1,3.23,40.32,96.77
2013-11-14,96.77,95.16,96.77,0.0,100.0,54.84,100.0,0.0,38.71,100.0
2013-11-15,90.32,95.16,95.16,1.61,100.0,56.45,100.0,0.0,38.71,100.0
2013-11-18,70.97,82.26,87.1,0.0,98.39,32.26,96.77,0.0,38.71,95.16
2013-11-19,72.58,74.19,85.48,3.23,96.77,35.48,95.16,1.61,37.1,98.39
2013-11-20,66.13,72.58,85.48,0.0,93.55,35.48,88.71,0.0,38.71,100.0
2013-11-21,82.26,98.39,88.71,6.45,95.16,37.1,98.39,3.23,30.65,100.0
2013-11-22,70.97,95.16,90.32,6.45,100.0,30.65,100.0,1.61,29.03,100.0
2013-11-25,85.48,80.65,91.94,1.61,98.39,19.35,100.0,0.0,35.48,100.0
2013-11-26,100.0,96.77,82.26,0.0,100.0,25.81,100.0,0.0,43.55,98.39
2013-11-27,100.0,98.39,90.32,4.84,98.39,33.87,100.0,11.29,51.61,96.77
2013-11-29,100.0,91.94,96.77,3.23,98.39,38.71,100.0,12.9,53.23,91.94
2013-12-02,98.39,82.26,100.0,0.0,95.16,38.71,98.39,9.68,54.84,90.32
2013-12-03,100.0,70.97,98.39,6.45,93.55,33.87,95.16,27.42,50.0,87.1
2013-12-04,98.39,56.45,100.0,4.84,91.94,50.0,95.16,24.19,48.39,85.48
2013-12-05,100.0,59.68,88.71,0.0,91.94,46.77,91.94,27.42,51.61,82.26
2013-12-06,95.16,61.29,96.77,14.52,100.0,43.55,96.77,17.74,56.45,80.65
2013-12-09,98.39,58.06,98.39,4.84,91.94,51.61,91.94,30.65,50.0,80.65
2013-12-10,95.16,33.87,87.1,4.84,91.94,77.42,96.77,32.26,61.29,87.1
2013-12-11,91.94,14.52,77.42,0.0,83.87,61.29,85.48,27.42,59.68,82.26
2013-12-12,90.32,14.52,64.52,0.0,80.65,88.71,82.26,38.71,61.29,87.1
2013-12-13,85.48,11.29,58.06,0.0,79.03,96.77,85.48,40.32,62.9,83.87
2013-12-16,87.1,12.9,59.68,3.23,80.65,96.77,96.77,41.94,48.39,82.26
2013-12-17,83.87,4.84,53.23,8.06,80.65,100.0,93.55,45.16,58.06,87.1
2013-12-18,79.03,35.48,53.23,9.68,85.48,100.0,100.0,43.55,59.68,80.65
2013-12-19,75.81,24.19,50.0,11.29,70.97,98.39,98.39,32.26,61.29,74.19
2013-12-20,77.42,33.87,58.06,14.52,77.42,98.39,100.0,37.1,70.97,67.74
2013-12-23,100.0,40.32,51.61,41.94,75.81,100.0,100.0,38.71,75.81,75.81
2013-12-24,96.77,40.32,61.29,43.55,82.26,100.0,96.77,51.61,77.42,82.26
2013-12-26,88.71,43.55,69.35,45.16,93.55,96.77,100.0,54.84,80.65,72.58
2013-12-27,83.87,38.71,62.9,46.77,100.0,93.55,93.55,50.0,79.03,56.45
2013-12-30,75.81,35.48,62.9,48.39,93.55,82.26,87.1,54.84,85.48,53.23
2013-12-31,85.48,33.87,67.74,53.23,100.0,87.1,93.55,50.0,88.71,46.77
2014-01-02,70.97,19.35,54.84,46.77,82.26,87.1,90.32,50.0,93.55,56.45
2014-01-03,61.29,14.52,50.0,46.77,66.13,83.87,88.71,50.0,95.16,56.45
2014-01-06,61.29,4.84,33.87,50.0,59.68,95.16,83.87,43.55,100.0,66.13
2014-01-07,58.06,20.97,35.48,56.45,79.03,98.39,90.32,51.61,100.0,87.1
2014-01-08,59.68,27.42,29.03,56.45,95.16,100.0,95.16,61.29,100.0,87.1
2014-01-09,54.84,20.97,22.58,53.23,98.39,91.94,93.55,46.77,95.16,79.03
2014-01-10,51.61,22.58,30.65,54.84,96.77,96.77,83.87,43.55,96.77,77.42
2014-01-13,53.23,0.0,12.9,54.84,70.97,87.1,70.97,27.42,95.16,58.06
2014-01-14,64.52,1.61,27.42,66.13,80.65,91.94,82.26,77.42,100.0,62.9
2014-01-15,77.42,6.45,45.16,80.65,100.0,88.71,77.42,82.26,100.0,56.45
2014-01-16,69.35,1.61,48.39,82.26,100.0,83.87,75.81,88.71,98.39,8.06
2014-01-17,51.61,0.0,30.65,80.65,100.0,82.26,91.94,88.71,95.16,11.29
2014-01-21,62.9,0.0,27.42,87.1,100.0,100.0,100.0,98.39,90.32,17.74
2014-01-22,66.13,0.0,20.97,88.71,100.0,85.48,98.39,100.0,61.29,19.35
2014-01-23,75.81,0.0,24.19,74.19,100.0,79.03,88.71,100.0,46.77,12.9
2014-01-24,54.84,6.45,45.16,56.45,88.71,61.29,53.23,91.94,33.87,4.84
2014-01-27,59.68,4.84,19.35,50.0,56.45,56.45,48.39,85.48,24.19,0.0
2014-01-28,0.0,4.84,27.42,45.16,29.03,70.97,66.13,96.77,38.71,0.0
2014-01-29,0.0,0.0,37.1,43.55,20.97,53.23,37.1,91.94,32.26,3.23
2014-01-30,0.0,1.61,45.16,50.0,61.29,100.0,95.16,100.0,32.26,17.74
2014-01-31,1.61,0.0,80.65,50.0,88.71,100.0,9.68,96.77,22.58,95.16
2014-02-03,4.84,0.0,25.81,41.94,62.9,98.39,1.61,91.94,9.68,98.39
2014-02-04,8.06,1.61,20.97,51.61,29.03,100.0,3.23,95.16,14.52,100.0
2014-02-05,11.29,1.61,6.45,58.06,24.19,96.77,3.23,82.26,3.23,95.16
2014-02-06,11.29,9.68,17.74,80.65,56.45,95.16,11.29,91.94,17.74,95.16
2014-02-07,20.97,17.74,30.65,83.87,90.32,100.0,16.13,100.0,29.03,98.39
2014-02-10,33.87,20.97,43.55,91.94,91.94,98.39,14.52,100.0,48.39,98.39
2014-02-11,38.71,20.97,58.06,85.48,96.77,100.0,16.13,100.0,67.74,100.0
2014-02-12,37.1,17.74,74.19,96.77,100.0,98.39,4.84,96.77,66.13,100.0
2014-02-13,48.39,24.19,79.03,74.19,100.0,100.0,9.68,100.0,67.74,98.39
2014-02-14,46.77,30.65,80.65,85.48,96.77,98.39,9.68,98.39,64.52,100.0
2014-02-18,51.61,19.35,70.97,79.03,90.32,98.39,6.45,100.0,67.74,100.0
2014-02-19,35.48,11.29,75.81,72.58,91.94,100.0,3.23,90.32,69.35,98.39
2014-02-20,24.19,14.52,85.48,74.19,95.16,100.0,8.06,100.0,61.29,98.39
2014-02-21,20.97,11.29,87.1,61.29,87.1,98.39,3.23,98.39,61.29,95.16
2014-02-24,20.97,12.9,82.26,59.68,82.26,100.0,11.29,100.0,66.13,95.16
2014-02-25,16.13,3.23,70.97,43.55,80.65,98.39,19.35,100.0,59.68,96.77
2014-02-26,12.9,9.68,69.35,45.16,80.65,95.16,22.58,100.0,64.52,100.0
2014-02-27,20.97,12.9,85.48,43.55,80.65,93.55,24.19,98.39,66.13,98.39
2014-02-28,19.35,6.45,93.55,38.71,80.65,90.32,30.65,95.16,66.13,90.32
2014-03-03,24.19,1.61,80.65,29.03,53.23,87.1,22.58,96.77,40.32,100.0
2014-03-04,29.03,12.9,95.16,38.71,95.16,91.94,33.87,100.0,61.29,100.0
2014-03-05,30.65,11.29,90.32,40.32,100.0,100.0,35.48,96.77,66.13,100.0
2014-03-06,27.42,25.81,91.94,37.1,100.0,98.39,35.48,96.77,69.35,96.77
2014-03-07,27.42,27.42,85.48,27.42,98.39,93.55,35.48,88.71,80.65,96.77
2014-03-10,30.65,33.87,82.26,25.81,100.0,100.0,35.48,85.48,74.19,95.16
2014-03-11,43.55,56.45,90.32,20.97,95.16,93.55,35.48,83.87,75.81,98.39
2014-03-12,46.77,62.9,96.77,37.1,96.77,96.77,38.71,85.48,77.42,100.0
2014-03-13,29.03,46.77,87.1,12.9,77.42,82.26,40.32,82.26,74.19,90.32
2014-03-14,17.74,46.77,77.42,11.29,61.29,74.19,46.77,79.03,72.58,87.1
2014-03-17,22.58,45.16,91.94,11.29,98.39,79.03,48.39,79.03,66.13,85.48
2014-03-18,40.32,53.23,100.0,19.35,100.0,83.87,50.0,83.87,75.81,85.48
2014-03-19,40.32,70.97,98.39,19.35,91.94,72.58,46.77,79.03,80.65,75.81
2014-03-20,29.03,77.42,100.0,37.1,100.0,61.29,37.1,77.42,82.26,72.58
2014-03-21,46.77,75.81,98.39,17.74,100.0,62.9,27.42,70.97,80.65,62.9
2014-03-24,61.29,70.97,100.0,11.29,96.77,53.23,12.9,69.35,82.26,56.45
2014-03-25,74.19,54.84,98.39,75.81,100.0,58.06,17.74,69.35,82.26,59.68
2014-03-26,62.9,32.26,93.55,74.19,98.39,38.71,0.0,64.52,82.26,53.23
2014-03-27,61.29,32.26,90.32,53.23,100.0,38.71,0.0,59.68,67.74,43.55
2014-03-28,59.68,41.94,95.16,74.19,100.0,35.48,0.0,62.9,62.9,38.71
2014-03-31,59.68,30.65,100.0,79.03,96.77,35.48,0.0,58.06,74.19,35.48
2014-04-01,74.19,50.0,100.0,100.0,100.0,46.77,4.84,64.52,82.26,35.48
2014-04-02,75.81,43.55,98.39,98.39,100.0,46.77,4.84,70.97,80.65,33.87
2014-04-03,66.13,29.03,96.77,98.39,100.0,29.03,0.0,67.74,69.35,29.03
2014-04-04,45.16,12.9,85.48,83.87,88.71,11.29,0.0,56.45,70.97,30.65
2014-04-07,17.74,1.61,83.87,95.16,82.26,12.9,0.0,50.0,59.68,29.03
2014-04-08,17.74,14.52,83.87,95.16,91.94,24.19,3.23,59.68,69.35,32.26
2014-04-09,35.48,27.42,91.94,100.0,95.16,41.94,4.84,59.68,69.35,33.87
2014-04-10,20.97,1.61,75.81,74.19,77.42,25.81,0.0,43.55,56.45,20.97
2014-04-11,14.52,0.0,70.97,67.74,75.81,24.19,0.0,41.94,20.97,22.58
2014-04-14,17.74,3.23,69.35,91.94,91.94,24.19,1.61,35.48,48.39,16.13
2014-04-15,14.52,1.61,77.42,91.94,93.55,24.19,3.23,29.03,53.23,17.74
2014-04-16,16.13,16.13,90.32,95.16,98.39,27.42,9.68,37.1,53.23,22.58
2014-04-17,30.65,6.45,82.26,100.0,100.0,20.97,11.29,33.87,33.87,27.42
2014-04-21,54.84,12.9,80.65,100.0,98.39,35.48,14.52,43.55,98.39,43.55
2014-04-22,61.29,24.19,80.65,100.0,96.77,48.39,14.52,62.9,100.0,48.39
2014-04-23,30.65,9.68,69.35,98.39,96.77,33.87,11.29,45.16,98.39,35.48
2014-04-24,100.0,24.19,75.81,95.16,62.9,27.42,24.19,43.55,98.39,27.42
2014-04-25,100.0,30.65,77.42,85.48,59.68,8.06,0.0,32.26,90.32,12.9
2014-04-28,100.0,22.58,93.55,85.48,64.52,3.23,0.0,27.42,70.97,4.84
2014-04-29,98.39,19.35,91.94,91.94,72.58,8.06,1.61,38.71,80.65,4.84
2014-04-30,96.77,19.35,87.1,88.71,75.81,20.97,4.84,43.55,93.55,8.06
2014-05-01,96.77,32.26,75.81,80.65,79.03,30.65,6.45,40.32,95.16,1.61
2014-05-02,98.39,19.35,59.68,75.81,79.03,27.42,8.06,50.0,93.55,0.0
2014-05-05,100.0,25.81,54.84,75.81,85.48,33.87,9.68,56.45,90.32,0.0
2014-05-06,98.39,4.84,45.16,62.9,82.26,11.29,1.61,32.26,72.58,0.0
2014-05-07,93.55,6.45,53.23,69.35,82.26,4.84,0.0,22.58,61.29,0.0
2014-05-08,87.1,6.45,56.45,80.65,83.87,3.23,0.0,0.0,56.45,0.0
2014-05-09,85.48,12.9,53.23,82.26,83.87,6.45,1.61,1.61,46.77,0.0
2014-05-12,95.16,38.71,72.58,91.94,87.1,29.03,9.68,3.23,61.29,4.84
2014-05-13,95.16,40.32,87.1,62.9,91.94,30.65,14.52,4.84,74.19,6.45
2014-05-14,95.16,11.29,77.42,58.06,91.94,24.19,8.06,6.45,62.9,1.61
2014-05-15,82.26,9.68,50.0,100.0,80.65,11.29,4.84,4.84,54.84,0.0
2014-05-16,98.39,35.48,61.29,100.0,72.58,12.9,11.29,9.68,70.97,0.0
2014-05-19,100.0,38.71,54.84,98.39,80.65,27.42,8.06,14.52,90.32,4.84
2014-05-20,100.0,16.13,48.39,95.16,80.65,20.97,16.13,12.9,82.26,1.61
2014-05-21,100.0,20.97,82.26,100.0,75.81,46.77,24.19,22.58,90.32,4.84
2014-05-22,100.0,53.23,72.58,98.39,74.19,48.39,24.19,32.26,64.52,0.0
2014-05-23,100.0,62.9,72.58,100.0,80.65,58.06,33.87,37.1,66.13,0.0
2014-05-27,100.0,77.42,74.19,100.0,91.94,67.74,32.26,51.61,70.97,9.68
2014-05-28,98.39,69.35,67.74,100.0,87.1,69.35,32.26,50.0,54.84,11.29
2014-05-29,100.0,67.74,80.65,96.77,85.48,70.97,38.71,51.61,67.74,11.29
2014-05-30,98.39,67.74,93.55,95.16,90.32,67.74,38.71,43.55,53.23,14.52
2014-06-02,96.77,80.65,90.32,98.39,91.94,67.74,30.65,32.26,41.94,9.68
2014-06-03,100.0,83.87,70.97,93.55,85.48,66.13,27.42,35.48,32.26,3.23
2014-06-04,100.0,90.32,72.58,88.71,70.97,72.58,27.42,29.03,70.97,0.0
2014-06-05,100.0,90.32,96.77,95.16,61.29,70.97,54.84,38.71,83.87,0.0
2014-06-06,98.39,91.94,100.0,100.0,83.87,62.9,64.52,56.45,80.65,1.61
2014-06-09,100.0,90.32,95.16,96.77,70.97,69.35,62.9,38.71,82.26,3.23
2014-06-10,100.0,83.87,91.94,100.0,41.94,87.1,70.97,27.42,95.16,4.84
2014-06-11,98.39,90.32,83.87,100.0,41.94,88.71,74.19,35.48,98.39,4.84
2014-06-12,93.55,74.19,80.65,83.87,46.77,85.48,61.29,29.03,98.39,4.84
2014-06-13,88.71,87.1,93.55,88.71,35.48,87.1,62.9,45.16,95.16,6.45
2014-06-16,90.32,90.32,100.0,79.03,24.19,85.48,67.74,90.32,100.0,4.84
2014-06-17,87.1,91.94,100.0,75.81,37.1,88.71,61.29,96.77,100.0,9.68
2014-06-18,88.71,95.16,98.39,80.65,38.71,93.55,80.65,93.55,96.77,9.68
2014-06-19,83.87,100.0,96.77,90.32,59.68,88.71,66.13,95.16,95.16,4.84
2014-06-20,79.03,98.39,100.0,96.77,64.52,93.55,58.06,96.77,77.42,4.84
2014-06-23,77.42,98.39,100.0,85.48,45.16,95.16,70.97,100.0,43.55,14.52
2014-06-24,72.58,100.0,98.39,72.58,17.74,96.77,58.06,98.39,19.35,8.06
2014-06-25,72.58,100.0,100.0,88.71,6.45,100.0,74.19,98.39,24.19,14.52
2014-06-26,77.42,98.39,95.16,74.19,17.74,98.39,66.13,96.77,54.84,22.58
2014-06-27,83.87,96.77,100.0,83.87,27.42,100.0,61.29,100.0,77.42,25.81
2014-06-30,95.16,93.55,91.94,96.77,35.48,96.77,64.52,100.0,80.65,25.81
2014-07-01,95.16,98.39,95.16,100.0,58.06,100.0,90.32,98.39,83.87,29.03
2014-07-02,93.55,100.0,95.16,96.77,75.81,91.94,93.55,85.48,93.55,25.81
2014-07-03,98.39,100.0,91.94,100.0,98.39,90.32,100.0,83.87,82.26,24.19
2014-07-07,100.0,98.39,96.77,100.0,95.16,80.65,93.55,77.42,83.87,20.97
2014-07-08,98.39,96.77,88.71,95.16,91.94,53.23,54.84,75.81,79.03,6.45
2014-07-09,98.39,100.0,79.03,100.0,93.55,79.03,83.87,77.42,79.03,4.84
2014-07-10,95.16,96.77,82.26,100.0,82.26,77.42,80.65,74.19,90.32,22.58
2014-07-11,95.16,93.55,98.39,100.0,48.39,90.32,100.0,69.35,95.16,40.32
2014-07-14,100.0,91.94,98.39,98.39,43.55,98.39,100.0,79.03,100.0,29.03
2014-07-15,93.55,96.77,100.0,100.0,37.1,91.94,98.39,72.58,98.39,19.35
2014-07-16,88.71,93.55,100.0,100.0,48.39,96.77,100.0,64.52,100.0,6.45
2014-07-17,77.42,74.19,100.0,96.77,6.45,85.48,95.16,61.29,96.77,16.13
2014-07-18,87.1,79.03,100.0,98.39,35.48,100.0,100.0,72.58,0.0,11.29
2014-07-21,82.26,75.81,100.0,96.77,56.45,100.0,100.0,72.58,0.0,25.81
2014-07-22,87.1,93.55,98.39,98.39,100.0,98.39,100.0,69.35,1.61,8.06
2014-07-23,100.0,98.39,100.0,93.55,100.0,100.0,95.16,72.58,0.0,17.74
2014-07-24,98.39,100.0,91.94,93.55,0.0,100.0,95.16,75.81,0.0,12.9
2014-07-25,100.0,90.32,91.94,98.39,0.0,100.0,46.77,75.81,3.23,4.84
2014-07-28,100.0,79.03,87.1,95.16,0.0,96.77,41.94,77.42,1.61,9.68
2014-07-29,98.39,83.87,85.48,88.71,0.0,95.16,40.32,77.42,8.06,0.0
2014-07-30,96.77,93.55,83.87,83.87,3.23,95.16,41.94,82.26,11.29,0.0
2014-07-31,87.1,64.52,82.26,74.19,0.0,91.94,35.48,67.74,16.13,1.61
2014-08-01,88.71,54.84,80.65,62.9,0.0,90.32,22.58,90.32,30.65,0.0
2014-08-04,83.87,61.29,82.26,69.35,1.61,91.94,35.48,95.16,37.1,0.0
2014-08-05,75.81,51.61,79.03,58.06,1.61,90.32,30.65,93.55,59.68,1.61
2014-08-06,72.58,53.23,75.81,56.45,3.23,87.1,37.1,100.0,66.13,0.0
2014-08-07,67.74,46.77,80.65,54.84,0.0,90.32,25.81,100.0,62.9,9.68
2014-08-08,69.35,62.9,79.03,62.9,9.68,88.71,37.1,96.77,66.13,6.45
